dispatch_id,product,wagon_type,num_wagons,quantity_tonnes,fill_percentage,destination_id,destination_city,distance_km,planned_dispatch_date,actual_dispatch_date,delay_days,is_delayed,pending_orders_count,inventory_level,dock_utilization,is_month_end,day_of_week,month,demurrage_cost,freight_cost,total_cost
DISP2651,HR Coil,BOST,58,2179.17,75.14,CMO06,Ahmedabad,1900,2023-02-18,2023-02-18,0,0,46,0.985,0.787,0,5,2,0,4968507.6,4968507.6
DISP2652,Semis,BOBYN,50,2257.8,75.26,CMO06,Ahmedabad,1900,2023-12-19,2023-12-20,1,1,45,0.982,0.766,0,1,12,750000,5147784.0,5897784.0
DISP2653,Plate,BLC,56,3097.64,89.22,CMO04,Kolkata,350,2023-04-30,2023-05-03,3,1,69,0.67,0.992,1,6,4,2520000,1301008.8,3821008.8
DISP2654,HR Coil,BOBYN,53,2948.41,92.72,CMO03,Chennai,2100,2023-11-14,2023-11-15,1,1,15,0.248,0.562,0,1,11,795000,7429993.2,8224993.2
DISP2655,CR Coil,BOXN,47,2663.36,97.7,CMO06,Ahmedabad,1900,2023-11-03,2023-11-05,2,1,61,0.791,0.53,0,4,11,1410000,6072460.8,7482460.8
DISP2656,Semis,BOST,53,2370.2,89.44,CMO01,Delhi,1200,2023-05-28,2023-05-30,2,1,8,0.383,0.813,1,6,5,1590000,3413088.0,5003088.0
DISP2657,HR Coil,BOBYN,47,2488.42,88.24,CMO06,Ahmedabad,1900,2023-07-15,2023-07-19,4,1,71,0.457,0.61,0,5,7,2820000,5673597.6,8493597.6
DISP2658,HR Coil,BOXN,44,2504.74,98.15,CMO02,Mumbai,1800,2023-03-06,2023-03-06,0,0,16,0.339,0.684,0,0,3,0,5410238.4,5410238.4
DISP2659,CR Coil,BOST,42,1738.53,82.79,CMO02,Mumbai,1800,2023-08-28,2023-08-30,2,1,44,0.331,0.438,1,0,8,1260000,3755224.8,5015224.8
DISP2660,TMT Bar,BOST,54,2673.86,99.03,CMO03,Chennai,2100,2023-04-14,2023-04-14,0,0,39,0.89,0.637,0,4,4,0,6738127.2,6738127.2
DISP2661,TMT Bar,BLC,45,2346.99,84.12,CMO04,Kolkata,350,2023-08-05,2023-08-09,4,1,69,0.688,0.603,0,5,8,2700000,985735.8,3685735.8
DISP2662,Wire Rod,BLC,53,3142.11,95.62,CMO01,Delhi,1200,2023-06-03,2023-06-06,3,1,73,0.322,0.809,0,5,6,2385000,4524638.4,6909638.4
DISP2663,Wire Rod,BLC,57,3116.31,88.18,CMO03,Chennai,2100,2023-02-06,2023-02-07,1,1,47,0.309,0.628,0,0,2,855000,7853101.2,8708101.2
DISP2664,HR Coil,BOST,51,2160.96,84.74,CMO07,Pune,1750,2023-08-01,2023-08-01,0,0,55,0.976,0.561,0,1,8,0,4538016.0,4538016.0
DISP2665,Structurals,BOXN,53,2967.95,96.55,CMO05,Hyderabad,1600,2023-03-05,2023-03-05,0,0,54,0.946,0.414,0,6,3,0,5698464.0,5698464.0
DISP2666,TMT Bar,BCN,56,2811.23,91.27,CMO07,Pune,1750,2023-11-22,2023-11-22,0,0,52,0.757,0.756,0,2,11,0,5903583.0,5903583.0
DISP2667,Structurals,BOBYN,55,2344.16,71.04,CMO02,Mumbai,1800,2023-07-05,2023-07-06,1,1,8,0.758,0.752,0,2,7,825000,5063385.6,5888385.6
DISP2668,Structurals,BCN,47,2276.47,88.06,CMO02,Mumbai,1800,2023-12-06,2023-12-06,0,0,25,0.21,0.84,0,2,12,0,4917175.2,4917175.2
DISP2669,Wire Rod,BOST,42,1796.68,85.56,CMO04,Kolkata,350,2023-04-07,2023-04-07,0,0,59,0.333,0.599,0,4,4,0,754605.6,754605.6
DISP2670,Plate,BLC,58,2849.45,79.24,CMO05,Hyderabad,1600,2023-07-30,2023-08-03,4,1,16,0.287,0.701,1,6,7,3480000,5470944.0,8950944.0
DISP2671,TMT Bar,BOBYN,52,2838.27,90.97,CMO06,Ahmedabad,1900,2023-01-04,2023-01-06,2,1,26,0.853,0.301,0,2,1,1560000,6471255.6,8031255.6
DISP2672,Plate,BCN,53,2189.72,75.12,CMO04,Kolkata,350,2023-07-11,2023-07-11,0,0,28,0.763,0.439,0,1,7,0,919682.4,919682.4
DISP2673,HR Coil,BOST,46,1738.09,75.57,CMO04,Kolkata,350,2023-01-31,2023-01-31,0,0,28,0.847,0.434,1,1,1,0,729997.8,729997.8
DISP2674,Semis,BLC,43,2560.72,96.05,CMO04,Kolkata,350,2023-03-27,2023-03-29,2,1,15,0.435,0.564,1,0,3,1290000,1075502.4,2365502.4
DISP2675,Plate,BLC,55,3075.28,90.18,CMO02,Mumbai,1800,2023-02-21,2023-02-23,2,1,6,0.249,0.826,0,1,2,1650000,6642604.8,8292604.8
DISP2676,HR Coil,BOBYN,56,3150.12,93.75,CMO01,Delhi,1200,2023-07-12,2023-07-12,0,0,71,0.99,0.833,0,2,7,0,4536172.8,4536172.8
DISP2677,Wire Rod,BCN,53,2334.81,80.1,CMO07,Pune,1750,2023-12-16,2023-12-16,0,0,48,1.0,0.872,0,5,12,0,4903101.0,4903101.0
DISP2678,Structurals,BLC,41,2523.17,99.26,CMO04,Kolkata,350,2023-06-19,2023-06-22,3,1,17,0.202,0.909,0,0,6,1845000,1059731.4,2904731.4
DISP2679,CR Coil,BOST,43,2065.51,96.07,CMO01,Delhi,1200,2023-05-24,2023-05-24,0,0,36,0.495,0.733,0,2,5,0,2974334.4,2974334.4
DISP2680,Wire Rod,BLC,46,1999.08,70.09,CMO05,Hyderabad,1600,2023-11-23,2023-11-26,3,1,46,0.213,0.552,0,3,11,2070000,3838233.6,5908233.6
DISP2681,TMT Bar,BLC,47,2570.23,88.2,CMO06,Ahmedabad,1900,2023-07-24,2023-07-24,0,0,15,0.479,0.957,0,0,7,0,5860124.4,5860124.4
DISP2682,Wire Rod,BOXN,52,2377.09,78.82,CMO06,Ahmedabad,1900,2023-04-10,2023-04-10,0,0,23,0.896,0.913,0,0,4,0,5419765.2,5419765.2
DISP2683,Structurals,BOXN,44,2167.61,84.94,CMO05,Hyderabad,1600,2023-02-14,2023-02-14,0,0,43,0.866,0.997,0,1,2,0,4161811.2,4161811.2
DISP2684,Wire Rod,BLC,43,2251.84,84.47,CMO02,Mumbai,1800,2023-10-04,2023-10-04,0,0,35,0.395,0.419,0,2,10,0,4863974.4,4863974.4
DISP2685,Structurals,BOXN,53,3067.88,99.8,CMO01,Delhi,1200,2023-01-15,2023-01-15,0,0,25,0.943,0.529,0,6,1,0,4417747.2,4417747.2
DISP2686,TMT Bar,BCN,55,2980.99,98.55,CMO02,Mumbai,1800,2023-12-10,2023-12-13,3,1,20,0.732,0.946,0,6,12,2475000,6438938.4,8913938.4
DISP2687,Semis,BCN,47,2532.1,97.95,CMO06,Ahmedabad,1900,2023-11-04,2023-11-04,0,0,13,0.715,0.564,0,5,11,0,5773188.0,5773188.0
DISP2688,Structurals,BLC,57,3498.22,98.99,CMO06,Ahmedabad,1900,2023-08-12,2023-08-13,1,1,34,0.379,0.381,0,5,8,855000,7975941.6,8830941.6
DISP2689,Structurals,BOBYN,43,2249.38,87.19,CMO05,Hyderabad,1600,2023-03-07,2023-03-08,1,1,45,0.963,0.704,0,1,3,645000,4318809.6,4963809.6
DISP2690,Plate,BLC,53,2615.3,79.59,CMO02,Mumbai,1800,2023-07-06,2023-07-07,1,1,21,0.616,0.721,0,3,7,795000,5649048.0,6444048.0
DISP2691,Plate,BLC,50,2304.57,74.34,CMO07,Pune,1750,2023-06-01,2023-06-01,0,0,33,0.6,0.619,0,3,6,0,4839597.0,4839597.0
DISP2692,CR Coil,BOXN,50,2298.74,79.27,CMO06,Ahmedabad,1900,2023-12-19,2023-12-21,2,1,20,0.419,0.893,0,1,12,1500000,5241127.2,6741127.2
DISP2693,CR Coil,BCN,52,2052.46,71.76,CMO04,Kolkata,350,2023-06-20,2023-06-20,0,0,24,0.862,0.447,0,1,6,0,862033.2,862033.2
DISP2694,Semis,BOXN,45,2497.86,95.7,CMO02,Mumbai,1800,2023-07-20,2023-07-20,0,0,43,0.988,0.761,0,3,7,0,5395377.6,5395377.6
DISP2695,HR Coil,BLC,50,2562.87,82.67,CMO05,Hyderabad,1600,2023-08-31,2023-08-31,0,0,49,0.806,0.574,1,3,8,0,4920710.4,4920710.4
DISP2696,TMT Bar,BOBYN,57,2798.01,81.81,CMO03,Chennai,2100,2023-03-09,2023-03-09,0,0,46,0.802,0.706,0,3,3,0,7050985.2,7050985.2
DISP2697,Semis,BCN,54,2662.28,89.64,CMO06,Ahmedabad,1900,2023-10-23,2023-10-23,0,0,22,0.554,0.638,0,0,10,0,6069998.4,6069998.4
DISP2698,CR Coil,BOBYN,40,1940.8,80.87,CMO02,Mumbai,1800,2023-10-22,2023-10-27,5,1,18,0.743,0.992,0,6,10,3000000,4192128.0,7192128.0
DISP2699,Wire Rod,BOBYN,41,1792.88,72.88,CMO06,Ahmedabad,1900,2023-08-31,2023-09-02,2,1,27,0.956,0.382,1,3,8,1230000,4087766.4,5317766.4
DISP2700,Wire Rod,BLC,47,2069.52,71.02,CMO02,Mumbai,1800,2023-05-04,2023-05-04,0,0,55,0.591,0.782,0,3,5,0,4470163.2,4470163.2
DISP2701,Structurals,BLC,42,2430.36,93.33,CMO06,Ahmedabad,1900,2023-11-29,2023-11-30,1,1,53,0.42,0.757,1,2,11,630000,5541220.8,6171220.8
DISP2702,HR Coil,BLC,56,2664.69,76.75,CMO01,Delhi,1200,2023-10-28,2023-10-29,1,1,78,0.99,0.636,1,5,10,840000,3837153.6,4677153.6
DISP2703,Plate,BLC,55,3409.95,100.0,CMO02,Mumbai,1800,2023-12-26,2023-12-30,4,1,60,0.439,0.388,1,1,12,3300000,7365492.0,10665492.0
DISP2704,Semis,BOST,45,1848.6,82.16,CMO07,Pune,1750,2023-12-25,2023-12-28,3,1,7,0.515,0.872,1,0,12,2025000,3882060.0,5907060.0
DISP2705,HR Coil,BOST,57,2605.26,91.41,CMO05,Hyderabad,1600,2023-11-30,2023-11-30,0,0,20,0.803,0.445,1,3,11,0,5002099.2,5002099.2
DISP2706,HR Coil,BOST,45,1578.59,70.16,CMO02,Mumbai,1800,2023-08-17,2023-08-18,1,1,45,0.298,0.39,0,3,8,675000,3409754.4,4084754.4
DISP2707,Plate,BOXN,42,2421.33,99.4,CMO03,Chennai,2100,2023-09-17,2023-09-21,4,1,43,0.491,0.681,0,6,9,2520000,6101751.6,8621751.6
DISP2708,HR Coil,BCN,41,2218.61,98.39,CMO02,Mumbai,1800,2023-09-23,2023-09-23,0,0,42,0.727,0.611,0,5,9,0,4792197.6,4792197.6
DISP2709,Structurals,BOST,51,2248.72,88.19,CMO03,Chennai,2100,2023-09-19,2023-09-20,1,1,31,0.75,0.764,0,1,9,765000,5666774.4,6431774.4
DISP2710,CR Coil,BOBYN,44,2324.9,88.06,CMO03,Chennai,2100,2023-04-21,2023-04-21,0,0,80,0.487,0.39,0,4,4,0,5858748.0,5858748.0
DISP2711,HR Coil,BCN,48,2150.37,81.45,CMO05,Hyderabad,1600,2023-03-25,2023-03-30,5,1,56,0.565,0.961,1,5,3,3600000,4128710.4,7728710.4
DISP2712,CR Coil,BOBYN,42,2239.95,88.89,CMO05,Hyderabad,1600,2023-05-18,2023-05-18,0,0,29,0.772,0.695,0,3,5,0,4300704.0,4300704.0
DISP2713,Plate,BOBYN,53,3009.78,94.65,CMO05,Hyderabad,1600,2023-06-11,2023-06-13,2,1,60,0.503,0.975,0,6,6,1590000,5778777.6,7368777.6
DISP2714,Plate,BOST,53,1907.44,71.98,CMO01,Delhi,1200,2023-11-24,2023-11-24,0,0,16,0.49,0.533,0,4,11,0,2746713.6,2746713.6
DISP2715,Semis,BOBYN,48,2024.52,70.3,CMO07,Pune,1750,2023-07-13,2023-07-13,0,0,33,0.503,0.374,0,3,7,0,4251492.0,4251492.0
DISP2716,CR Coil,BCN,58,3019.03,94.64,CMO05,Hyderabad,1600,2023-09-08,2023-09-08,0,0,17,0.623,0.79,0,4,9,0,5796537.6,5796537.6
DISP2717,Plate,BOST,43,2083.29,96.9,CMO03,Chennai,2100,2023-03-29,2023-04-01,3,1,45,0.957,0.573,1,2,3,1935000,5249890.8,7184890.8
DISP2718,Semis,BOST,52,2191.95,84.31,CMO05,Hyderabad,1600,2023-03-07,2023-03-08,1,1,38,0.208,0.659,0,1,3,780000,4208544.0,4988544.0
DISP2719,Wire Rod,BCN,41,2199.83,97.55,CMO05,Hyderabad,1600,2023-11-24,2023-11-24,0,0,52,0.766,0.474,0,4,11,0,4223673.6,4223673.6
DISP2720,Structurals,BOBYN,54,3226.63,99.59,CMO04,Kolkata,350,2023-08-28,2023-09-01,4,1,69,0.429,0.967,1,0,8,3240000,1355184.6,4595184.6
DISP2721,Semis,BCN,42,2273.59,98.42,CMO02,Mumbai,1800,2023-07-28,2023-07-29,1,1,45,0.876,0.744,1,4,7,630000,4910954.4,5540954.4
DISP2722,HR Coil,BOST,41,1487.02,72.54,CMO02,Mumbai,1800,2023-05-27,2023-06-01,5,1,75,0.944,0.866,1,5,5,3075000,3211963.2,6286963.2
DISP2723,Structurals,BOBYN,55,2802.83,84.93,CMO05,Hyderabad,1600,2023-12-17,2023-12-21,4,1,73,0.758,0.584,0,6,12,3300000,5381433.6,8681433.6
DISP2724,Structurals,BLC,57,3268.6,92.49,CMO01,Delhi,1200,2023-05-06,2023-05-07,1,1,72,0.747,0.33,0,5,5,855000,4706784.0,5561784.0
DISP2725,Semis,BOBYN,45,1950.85,72.25,CMO05,Hyderabad,1600,2023-03-10,2023-03-10,0,0,70,0.483,0.336,0,4,3,0,3745632.0,3745632.0
DISP2726,CR Coil,BOXN,50,2825.22,97.42,CMO03,Chennai,2100,2023-05-08,2023-05-11,3,1,74,0.881,0.9,0,0,5,2250000,7119554.4,9369554.4
DISP2727,TMT Bar,BOXN,58,2752.04,81.81,CMO02,Mumbai,1800,2023-06-06,2023-06-06,0,0,70,0.861,0.325,0,1,6,0,5944406.4,5944406.4
DISP2728,Plate,BLC,41,2050.69,80.67,CMO07,Pune,1750,2023-11-12,2023-11-15,3,1,63,0.463,0.548,0,6,11,1845000,4306449.0,6151449.0
DISP2729,CR Coil,BCN,40,1606.88,73.04,CMO04,Kolkata,350,2023-09-09,2023-09-10,1,1,30,0.268,0.66,0,5,9,600000,674889.6,1274889.6
DISP2730,Wire Rod,BOBYN,48,2211.35,76.78,CMO01,Delhi,1200,2023-07-22,2023-07-25,3,1,52,0.439,0.6,0,5,7,2160000,3184344.0,5344344.0
DISP2731,HR Coil,BLC,45,2070.07,74.2,CMO04,Kolkata,350,2023-08-11,2023-08-12,1,1,5,0.487,0.909,0,4,8,675000,869429.4,1544429.4
DISP2732,HR Coil,BLC,53,3033.56,92.32,CMO02,Mumbai,1800,2023-01-17,2023-01-17,0,0,25,0.733,0.964,0,1,1,0,6552489.6,6552489.6
DISP2733,TMT Bar,BLC,55,2949.78,86.5,CMO01,Delhi,1200,2023-12-16,2023-12-16,0,0,21,0.46,0.835,0,5,12,0,4247683.2,4247683.2
DISP2734,Plate,BLC,44,1999.41,73.29,CMO06,Ahmedabad,1900,2023-02-25,2023-02-28,3,1,7,0.301,0.541,1,5,2,1980000,4558654.8,6538654.8
DISP2735,HR Coil,BCN,53,2894.4,99.29,CMO06,Ahmedabad,1900,2023-01-05,2023-01-06,1,1,60,0.584,0.498,0,3,1,795000,6599232.0,7394232.0
DISP2736,Plate,BOST,45,1743.39,77.48,CMO02,Mumbai,1800,2023-02-28,2023-02-28,0,0,38,0.995,0.473,1,1,2,0,3765722.4,3765722.4
DISP2737,CR Coil,BOXN,56,2869.06,88.33,CMO04,Kolkata,350,2023-04-07,2023-04-08,1,1,80,0.703,0.404,0,4,4,840000,1205005.2,2045005.2
DISP2738,TMT Bar,BOBYN,53,2242.85,70.53,CMO02,Mumbai,1800,2023-04-13,2023-04-13,0,0,16,0.891,0.566,0,3,4,0,4844556.0,4844556.0
DISP2739,Structurals,BOBYN,47,2258.41,80.09,CMO06,Ahmedabad,1900,2023-09-03,2023-09-04,1,1,12,0.608,0.751,0,6,9,705000,5149174.8,5854174.8
DISP2740,TMT Bar,BLC,47,2319.4,79.6,CMO03,Chennai,2100,2023-01-25,2023-01-27,2,1,28,0.233,0.336,1,2,1,1410000,5844888.0,7254888.0
DISP2741,Wire Rod,BOST,43,1782.94,82.93,CMO03,Chennai,2100,2023-05-10,2023-05-11,1,1,67,0.491,0.513,0,2,5,645000,4493008.8,5138008.8
DISP2742,Plate,BOBYN,50,2424.51,80.82,CMO07,Pune,1750,2023-07-05,2023-07-05,0,0,80,0.623,0.56,0,2,7,0,5091471.0,5091471.0
DISP2743,CR Coil,BLC,42,2515.88,96.62,CMO05,Hyderabad,1600,2023-03-08,2023-03-08,0,0,20,0.233,0.978,0,2,3,0,4830489.6,4830489.6
DISP2744,Semis,BOBYN,54,3167.59,97.77,CMO02,Mumbai,1800,2023-02-08,2023-02-08,0,0,74,0.695,0.511,0,2,2,0,6841994.4,6841994.4
DISP2745,Semis,BOST,44,1568.92,71.31,CMO02,Mumbai,1800,2023-04-09,2023-04-09,0,0,58,0.64,0.477,0,6,4,0,3388867.2,3388867.2
DISP2746,Semis,BOST,51,2469.61,96.85,CMO07,Pune,1750,2023-08-18,2023-08-18,0,0,20,0.929,0.347,0,4,8,0,5186181.0,5186181.0
DISP2747,Plate,BOXN,45,2296.14,87.97,CMO07,Pune,1750,2023-12-23,2023-12-28,5,1,21,0.432,0.969,0,5,12,3375000,4821894.0,8196894.0
DISP2748,CR Coil,BLC,55,3087.44,90.54,CMO06,Ahmedabad,1900,2023-09-20,2023-09-23,3,1,14,0.332,0.826,0,2,9,2475000,7039363.2,9514363.2
DISP2749,Wire Rod,BCN,46,1910.71,75.52,CMO05,Hyderabad,1600,2023-03-23,2023-03-23,0,0,78,0.374,0.788,0,3,3,0,3668563.2,3668563.2
DISP2750,Semis,BLC,56,3167.6,91.23,CMO05,Hyderabad,1600,2023-09-26,2023-09-26,0,0,38,0.443,0.454,1,1,9,0,6081792.0,6081792.0
DISP2751,Plate,BOBYN,47,2012.59,71.37,CMO01,Delhi,1200,2023-05-02,2023-05-02,0,0,42,0.231,0.404,0,1,5,0,2898129.6,2898129.6
DISP2752,CR Coil,BOXN,47,2717.44,99.69,CMO03,Chennai,2100,2023-04-18,2023-04-23,5,1,73,0.293,0.754,0,1,4,3525000,6847948.8,10372948.8
DISP2753,TMT Bar,BOST,48,2199.9,91.66,CMO01,Delhi,1200,2023-07-29,2023-07-29,0,0,42,0.46,0.34,1,5,7,0,3167856.0,3167856.0
DISP2754,Semis,BOBYN,48,2168.7,75.3,CMO03,Chennai,2100,2023-01-09,2023-01-09,0,0,73,0.726,0.908,0,0,1,0,5465124.0,5465124.0
DISP2755,Plate,BLC,48,2859.96,96.1,CMO01,Delhi,1200,2023-11-21,2023-11-22,1,1,75,0.365,0.61,0,1,11,720000,4118342.4,4838342.4
DISP2756,Structurals,BLC,44,2274.65,83.38,CMO07,Pune,1750,2023-08-11,2023-08-11,0,0,52,0.319,0.635,0,4,8,0,4776765.0,4776765.0
DISP2757,Wire Rod,BOBYN,46,2403.68,87.09,CMO02,Mumbai,1800,2023-04-03,2023-04-04,1,1,41,0.217,0.414,0,0,4,690000,5191948.8,5881948.8
DISP2758,Plate,BOXN,44,1841.56,72.16,CMO02,Mumbai,1800,2023-05-06,2023-05-08,2,1,63,0.927,0.979,0,5,5,1320000,3977769.6,5297769.6
DISP2759,Structurals,BOXN,43,2028.53,81.34,CMO07,Pune,1750,2023-01-11,2023-01-11,0,0,19,0.861,0.834,0,2,1,0,4259913.0,4259913.0
DISP2760,HR Coil,BOBYN,42,1966.35,78.03,CMO02,Mumbai,1800,2023-11-18,2023-11-18,0,0,6,0.834,0.307,0,5,11,0,4247316.0,4247316.0
DISP2761,Plate,BCN,42,1757.21,76.07,CMO06,Ahmedabad,1900,2023-09-03,2023-09-06,3,1,77,0.914,0.871,0,6,9,1890000,4006438.8,5896438.8
DISP2762,CR Coil,BOST,48,2131.79,88.82,CMO01,Delhi,1200,2023-03-05,2023-03-07,2,1,7,0.86,0.372,0,6,3,1440000,3069777.6,4509777.6
DISP2763,Semis,BOBYN,40,2336.76,97.37,CMO04,Kolkata,350,2023-01-13,2023-01-13,0,0,34,0.542,0.403,0,4,1,0,981439.2,981439.2
DISP2764,CR Coil,BLC,43,2259.56,84.75,CMO06,Ahmedabad,1900,2023-02-26,2023-03-01,3,1,33,0.281,0.969,1,6,2,1935000,5151796.8,7086796.8
DISP2765,HR Coil,BOXN,41,2095.85,88.13,CMO03,Chennai,2100,2023-04-02,2023-04-02,0,0,59,0.624,0.72,0,6,4,0,5281542.0,5281542.0
DISP2766,CR Coil,BCN,49,2168.17,80.45,CMO06,Ahmedabad,1900,2023-02-23,2023-02-23,0,0,39,0.933,0.763,0,3,2,0,4943427.6,4943427.6
DISP2767,Semis,BOXN,40,2223.75,95.85,CMO06,Ahmedabad,1900,2023-03-18,2023-03-18,0,0,23,0.456,0.573,0,5,3,0,5070150.0,5070150.0
DISP2768,Semis,BOXN,43,2178.14,87.34,CMO04,Kolkata,350,2023-05-23,2023-05-24,1,1,23,0.272,0.996,0,1,5,645000,914818.8,1559818.8
DISP2769,TMT Bar,BLC,55,3096.37,90.8,CMO04,Kolkata,350,2023-07-31,2023-07-31,0,0,47,0.311,0.961,1,0,7,0,1300475.4,1300475.4
DISP2770,Wire Rod,BOST,55,2369.47,86.16,CMO04,Kolkata,350,2023-09-10,2023-09-13,3,1,73,0.629,0.461,0,6,9,2475000,995177.4,3470177.4
DISP2771,Plate,BOBYN,42,1941.81,77.06,CMO05,Hyderabad,1600,2023-01-02,2023-01-02,0,0,31,0.995,0.312,0,0,1,0,3728275.2,3728275.2
DISP2772,CR Coil,BOXN,51,2390.83,80.83,CMO01,Delhi,1200,2023-03-13,2023-03-13,0,0,42,0.568,0.885,0,0,3,0,3442795.2,3442795.2
DISP2773,Wire Rod,BOBYN,47,2021.26,71.68,CMO02,Mumbai,1800,2023-03-12,2023-03-13,1,1,20,0.97,0.793,0,6,3,705000,4365921.6,5070921.6
DISP2774,Wire Rod,BOXN,43,2241.67,89.88,CMO03,Chennai,2100,2023-02-07,2023-02-09,2,1,66,0.87,0.909,0,1,2,1290000,5649008.4,6939008.4
DISP2775,HR Coil,BOXN,40,2020.15,87.08,CMO02,Mumbai,1800,2023-08-02,2023-08-04,2,1,24,0.812,0.629,0,2,8,1200000,4363524.0,5563524.0
DISP2776,TMT Bar,BLC,50,2582.9,83.32,CMO04,Kolkata,350,2023-11-27,2023-11-27,0,0,6,0.429,0.409,1,0,11,0,1084818.0,1084818.0
DISP2777,HR Coil,BOBYN,56,2513.63,74.81,CMO05,Hyderabad,1600,2023-07-22,2023-07-25,3,1,59,0.744,0.913,0,5,7,2520000,4826169.6,7346169.6
DISP2778,Plate,BCN,47,2138.06,82.71,CMO05,Hyderabad,1600,2023-03-22,2023-03-22,0,0,39,0.978,0.665,0,2,3,0,4105075.2,4105075.2
DISP2779,CR Coil,BOBYN,52,2763.42,88.57,CMO06,Ahmedabad,1900,2023-04-23,2023-04-26,3,1,55,0.347,0.822,0,6,4,2340000,6300597.6,8640597.6
DISP2780,Semis,BLC,55,2707.39,79.4,CMO06,Ahmedabad,1900,2023-11-25,2023-11-25,0,0,56,0.862,0.415,1,5,11,0,6172849.2,6172849.2
DISP2781,Structurals,BOBYN,48,2109.66,73.25,CMO04,Kolkata,350,2023-02-09,2023-02-10,1,1,51,0.683,0.893,0,3,2,720000,886057.2,1606057.2
DISP2782,Plate,BOXN,46,2345.53,87.91,CMO01,Delhi,1200,2023-06-08,2023-06-09,1,1,29,0.641,0.747,0,3,6,690000,3377563.2,4067563.2
DISP2783,Plate,BOXN,58,3350.37,99.59,CMO05,Hyderabad,1600,2023-09-05,2023-09-10,5,1,10,0.238,0.365,0,1,9,4350000,6432710.4,10782710.4
DISP2784,Semis,BLC,56,2633.39,75.85,CMO03,Chennai,2100,2023-07-20,2023-07-21,1,1,50,0.979,0.792,0,3,7,840000,6636142.8,7476142.8
DISP2785,Structurals,BOXN,56,3060.42,94.22,CMO05,Hyderabad,1600,2023-03-18,2023-03-18,0,0,8,0.67,0.567,0,5,3,0,5876006.4,5876006.4
DISP2786,Semis,BCN,45,1845.02,74.55,CMO01,Delhi,1200,2023-08-26,2023-08-26,0,0,15,0.908,0.365,1,5,8,0,2656828.8,2656828.8
DISP2787,CR Coil,BOBYN,45,2694.67,99.8,CMO07,Pune,1750,2023-09-14,2023-09-17,3,1,71,0.994,0.726,0,3,9,2025000,5658807.0,7683807.0
DISP2788,Wire Rod,BOBYN,50,2361.76,78.73,CMO07,Pune,1750,2023-11-16,2023-11-16,0,0,60,0.232,0.799,0,3,11,0,4959696.0,4959696.0
DISP2789,CR Coil,BOST,42,2073.55,98.74,CMO02,Mumbai,1800,2023-10-18,2023-10-18,0,0,68,0.278,0.31,0,2,10,0,4478868.0,4478868.0
DISP2790,TMT Bar,BOXN,55,2323.07,72.82,CMO05,Hyderabad,1600,2023-06-10,2023-06-11,1,1,26,0.947,0.413,0,5,6,825000,4460294.4,5285294.4
DISP2791,HR Coil,BOBYN,54,2518.72,77.74,CMO01,Delhi,1200,2023-08-31,2023-08-31,0,0,37,0.811,0.609,1,3,8,0,3626956.8,3626956.8
DISP2792,HR Coil,BLC,41,2056.58,80.9,CMO05,Hyderabad,1600,2023-05-27,2023-05-30,3,1,56,0.527,0.734,1,5,5,1845000,3948633.6,5793633.6
DISP2793,Plate,BOST,50,2030.26,81.21,CMO07,Pune,1750,2023-12-16,2023-12-16,0,0,57,0.605,0.484,0,5,12,0,4263546.0,4263546.0
DISP2794,Structurals,BOST,41,1890.74,92.23,CMO01,Delhi,1200,2023-05-06,2023-05-08,2,1,76,0.206,0.897,0,5,5,1230000,2722665.6,3952665.6
DISP2795,Wire Rod,BOXN,47,2225.69,81.65,CMO07,Pune,1750,2023-08-25,2023-08-25,0,0,16,0.479,0.628,1,4,8,0,4673949.0,4673949.0
DISP2796,Semis,BOXN,42,1836.94,75.41,CMO04,Kolkata,350,2023-02-25,2023-02-27,2,1,55,0.815,0.44,1,5,2,1260000,771514.8,2031514.8
DISP2797,Plate,BOBYN,55,2423.18,73.43,CMO04,Kolkata,350,2023-08-21,2023-08-22,1,1,9,0.636,0.964,0,0,8,825000,1017735.6,1842735.6
DISP2798,Plate,BOST,52,1868.67,71.87,CMO01,Delhi,1200,2023-07-05,2023-07-06,1,1,60,0.983,0.449,0,2,7,780000,2690884.8,3470884.8
DISP2799,Semis,BLC,48,2308.25,77.56,CMO06,Ahmedabad,1900,2023-04-01,2023-04-04,3,1,15,0.313,0.492,0,5,4,2160000,5262810.0,7422810.0
DISP2800,Wire Rod,BLC,56,2653.41,76.42,CMO07,Pune,1750,2023-05-13,2023-05-13,0,0,28,0.864,0.365,0,5,5,0,5572161.0,5572161.0
DISP2801,TMT Bar,BCN,45,1879.96,75.96,CMO07,Pune,1750,2023-08-03,2023-08-05,2,1,66,0.58,0.782,0,3,8,1350000,3947916.0,5297916.0
DISP2802,TMT Bar,BOST,52,2461.95,94.69,CMO06,Ahmedabad,1900,2023-10-15,2023-10-15,0,0,30,0.262,0.768,0,6,10,0,5613246.0,5613246.0
DISP2803,TMT Bar,BCN,40,1639.33,74.52,CMO06,Ahmedabad,1900,2023-08-23,2023-08-23,0,0,23,0.6,0.521,0,2,8,0,3737672.4,3737672.4
DISP2804,Structurals,BCN,56,2823.39,91.67,CMO04,Kolkata,350,2023-08-19,2023-08-19,0,0,21,0.707,0.747,0,5,8,0,1185823.8,1185823.8
